name,image url
Club sandwich,"https://hips.hearstapps.com/hmg-prod/images/delish-200511-seo-club-sandwich-h-14383-eb-1590780714.jpg?crop=0.671xw:1.00xh;0.123xw,0&resize=1200:*"
Bacon sandwich,https://stordflolretailpd.blob.core.windows.net/df-us/lolretail/media/lolr-media/recipe-media-files/recipes/retail/x17/2018_avocado-and-bacon-grilled-cheese_2644_760x580.jpg?ext=.jpg
Turkey sandwich,"https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_1:1/k%2FPhoto%2FRecipes%2F2023-09-turkey-sandwich%2Fturkey-sandwich-814"
Salmon sandwich,https://thecookreport.co.uk/wp-content/uploads/2022/09/Salmon-Sandwich-Featured.jpg
Chicken sandwich,https://www.indianhealthyrecipes.com/wp-content/uploads/2023/09/mayo-chicken-sandwich-recipe.jpg
Lobster roll sandwich,https://www.eatingwell.com/thmb/ZrNy9pvrIiCo_PVC5G6EH-jlP28=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/lobster-roll-ck-226594-4x3-1-b3aea3b5cd3e46b6820e2ca6a5c7b310.jpg
Peanut butter sandwich,https://www.allrecipes.com/thmb/y6DLdlPjzMsKztstkBc8eE2DBik=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9334336-4612d36a81f34f60a0191f7e470092b6.jpg
Sashimi,"https://images.immediate.co.uk/production/volatile/sites/30/2020/02/sashimi-c123df7.jpg?quality=90&resize=556,505"
Takoyaki,https://www.justonecookbook.com/wp-content/uploads/2013/10/Takoyaki-NEW-500x375.jpg
Tacos,https://i0.wp.com/www.onceuponachef.com/images/2023/08/Beef-Tacos.jpg?resize=760%2C570&ssl=1
Fish tacos,https://www.evolvingtable.com/wp-content/uploads/2023/05/baja-fish-tacos-42.jpg
Beef tacos,https://www.marthastewart.com/thmb/TqdvJ-yZ_VA9I86P7VXA1sOY6O0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/msledf_1003_beeftaco_horiz-892fe13aeba549d99495e27abc1d68f7.jpgitokb2Re7eO8
Chicken tacos,https://s23209.pcdn.co/wp-content/uploads/2019/08/Easy-Chicken-TacosIMG_9890.jpg
Breakfast tacos,https://www.wellplated.com/wp-content/uploads/2023/01/Best-Easy-Breakfast-Tacos.jpg
Boiled egg,https://www.recipetineats.com/wp-content/uploads/2023/03/How-long-to-boil-eggs-square.jpg
Soft boiled egg,https://www.onceuponachef.com/images/2017/10/soft-boiled-egg-pin-760x1140.jpg
Fried egg,https://upload.wikimedia.org/wikipedia/commons/f/f0/Fried_Egg_2.jpg
Deviled egg,https://static01.nyt.com/images/2021/10/15/dining/aw-classic-deviled-eggs/aw-classic-deviled-eggs-superJumbo.jpg
Omelette,https://www.onceuponachef.com/images/2021/12/Omelette-1200x1626.jpg
Stew,"https://hips.hearstapps.com/hmg-prod/images/beef-stew-index-652e94c53b39b.jpg?crop=0.8891301070405547xw:1xh;center,top&resize=1200:*"
Pork stew,https://www.eatingwell.com/thmb/AlkeghUYT9JVetwMi3vdYH9hn2s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ClassicPorkStew_058-51b817dd012d40feb047ff4c321bbde6.jpg
Lamb stew,"https://hips.hearstapps.com/hmg-prod/images/190326-lamb-stew-325-1553801000.jpg?crop=0.668xw:1.00xh;0.167xw,0&resize=1200:*"
Seafood stew,https://s23209.pcdn.co/wp-content/uploads/2022/11/220223_DD_Easy-Cioppino_076.jpg
Chicken stew,https://assets-prd-weg.unataops.com/web/recipe_header/adbf36a5dddc4336a232946824eaaed9.jpg
Beef stew,"https://hips.hearstapps.com/hmg-prod/images/beef-stew-index-652e94c53b39b.jpg?crop=0.8891301070405547xw:1xh;center,top&resize=1200:*"
Grilled fish,https://thesecretsuppersociety.com/wp-content/uploads/2022/06/Greek-Style-Grilled-Fish-1.jpg
Grilled steak,https://hips.hearstapps.com/hmg-prod/images/how-to-grill-steak-1653399983.jpeg
Grilled salmon,https://www.acouplecooks.com/wp-content/uploads/2020/05/Grilled-Salmon-015-1.jpg
Grilled shrimp,https://www.acouplecooks.com/wp-content/uploads/2018/09/Grilled-Shrimp-006.jpg
Grilled octopus,https://www.allrecipes.com/thmb/J7hX8IQcYGf3vlvfZrz5r7pd29U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6723522-af2855be1a38418ebd9fc516034ffecc.jpg
Watermelon,https://megagrico.com/wp-content/uploads/2020/12/watermelon.jpg
Banana,https://i5.walmartimages.com/seo/Fresh-Banana-Fruit-Each_5939a6fa-a0d6-431c-88c6-b4f21608e4be.f7cd0cc487761d74c69b7731493c1581.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF
Avocado,"https://images.immediate.co.uk/production/volatile/sites/30/2020/02/Avocados-3d84a3a.jpg?quality=90&resize=556,505"
Apple,https://5.imimg.com/data5/AK/RA/MY-68428614/apple.jpg
Orange,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Oranges_-_whole-halved-segment.jpg/640px-Oranges_-_whole-halved-segment.jpg
Mandarins orange,https://res.cloudinary.com/hksqkdlah/image/upload/SIL_Citrus_Mandarin-Orange_009_jjrvg8.png
Mango,https://vcdn1-english.vnecdn.net/2023/09/17/1-jpeg-6089-1694932077.jpg?w=680&h=0&q=100&dpr=2&fit=crop&s=sfUaaPdg-GMNj_obJ2XN6A
Jackfruit,https://i.ex-cdn.com/nongnghiep.vn/files/content/2023/08/11/mit-sau-rieng-can-3-nam-theo-doi-de-dang-ky-cay-giong-dau-dong-192742_769-192743-013320_522.jpg
Cabbage,"https://hips.hearstapps.com/hmg-prod/images/types-of-cabbages-green-cabbage-1645130375.jpg?crop=0.6672958942897593xw:1xh;center,top&resize=980:*"
Red cabbage,"https://images.immediate.co.uk/production/volatile/sites/30/2022/08/Red-cabbage-cross-section-5017ef7.jpg?resize=768,574"
Spinach,"https://images.immediate.co.uk/production/volatile/sites/30/2013/06/GettyImages-652986635-3dffa4d.jpg?quality=90&resize=556,505"
Strawberry,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Garden_strawberry_%28Fragaria_%C3%97_ananassa%29_single2.jpg/800px-Garden_strawberry_%28Fragaria_%C3%97_ananassa%29_single2.jpg
Tomato,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Tomato_je.jpg/1200px-Tomato_je.jpg
Cucumber,https://www.plantgrower.org/uploads/6/5/5/4/65545169/published/cucumber-slices.jpg?1516496438
Carrot,https://blog-images-1.pharmeasy.in/blog/production/wp-content/uploads/2021/04/23175719/shutterstock_440493100-1.jpg
Cauliflower,https://debraklein.com/wp-content/uploads//2021/04/Raw-Cauliflower-Salad-1-1024x1024.jpg
Broccoli,https://domf5oio6qrcr.cloudfront.net/medialibrary/5390/h1218g16207258089583.jpg
Grape,https://www.westfaliafruit.com/wp-content/uploads/2019/01/Table-Grapes.jpg
Pear,https://www.fourwindsgrowers.com/cdn/shop/products/shutterstock_1693201075_1024x1024.png?v=1621966032
Peach,https://glycemic-index.net/images/FVRSYndNy8.webp
Pickle,https://upload.wikimedia.org/wikipedia/commons/b/bb/Pickle.jpg
Popcorn,https://www.popsci.com/uploads/2018/12/20/GSOZXQT4IFWCVO4O3L6JDYNV5U.jpg?auto=webp&width=1440&height=1211.625
Ramen,https://s23209.pcdn.co/wp-content/uploads/2014/10/220602_DD_Homemade-Ramen_572.jpg
Chicken ramen,https://www.brewinghappiness.com/wp-content/uploads/2018/10/featured-image-3.jpg
Tonkatsu ramen,https://glebekitchen.com/wp-content/uploads/2017/04/tonkotsuramenfront.jpg
Miso ramen,https://dishingouthealth.com/wp-content/uploads/2022/01/SpicyMisoRamen_Square.jpg
Miso soup,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Miso_Soup_001.jpg/1200px-Miso_Soup_001.jpg
Imitation crab,https://i0.wp.com/images-prod.healthline.com/hlcmsresource/images/AN_images/imitation-crab-1296x728-feature.jpg?w=1155&h=1528
Ham,https://upload.wikimedia.org/wikipedia/commons/a/a9/Ham_%284%29.jpg
Pad thai,https://www.recipetineats.com/wp-content/uploads/2020/01/Chicken-Pad-Thai_9-SQ.jpg
Pork chop,"https://hips.hearstapps.com/hmg-prod/images/delish-190618-air-fryer-pork-chops-195-landscape-pf-1561578417.png?crop=0.668xw:1.00xh;0.101xw,0&resize=1200:*"
Meatball,https://www.seriouseats.com/thmb/g04f365GF3HjenAqKDAzWevj_7I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__recipes__images__2011__08__20110817-166545-italian-meatballs-67ac0910f6d9438dad30f9cb6937dd76.jpg
Tofu,https://images.immediate.co.uk/production/volatile/sites/30/2013/07/tofu-6a6a4ef.jpg?resize=960%2C503
Fried tofu,https://thehiddenveggies.com/wp-content/uploads/2020/03/deep-fried-tofu-squ.jpg
Mapo tofu,https://www.cookwithmanali.com/wp-content/uploads/2021/03/Vegan-Mapo-Tofu.jpg
Pad thai,https://www.recipetineats.com/wp-content/uploads/2020/01/Chicken-Pad-Thai_9-SQ.jpg
Cooked rice,"https://hips.hearstapps.com/vidthumb/images/delish-u-rice-2-1529079587.jpg?crop=0.75xw:1xh;center,top&resize=1200:*"
Cooked brown rice,https://www.recipetineats.com/wp-content/uploads/2020/09/Perfectly-Cooked-Brown-Rice_7-SQ.jpg
Shrimp and grits,https://www.wellplated.com/wp-content/uploads/2023/08/Southern-Shrimp-and-Grits-Recipe.jpg
Gyoza,https://www.justonecookbook.com/wp-content/uploads/2020/04/Gyoza-3112-I.jpg
Grilled pork chop,https://i0.wp.com/kristineskitchenblog.com/wp-content/uploads/2020/07/grilled-pork-chops-14-2.jpg?fit=1200%2C1800&ssl=1
Fried pork chop,https://www.foxyfolksy.com/wp-content/uploads/2014/09/breaded-fried-pork-chops-640.jpg
Bbq pork chop,https://www.southernliving.com/thmb/Ia3nAcm1IxGA9bw7EWugawVEF1U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/SouthernLiving27203_CAROLINA_BBQ_PORK_CHOPS_174-09a3104f78904ed680b46524307615ad.jpg
Prime rib,https://downshiftology.com/wp-content/uploads/2023/10/Prime-Rib-4-2-500x375.jpg
Beef carpaccio,https://www.seriouseats.com/thmb/VgVaMsNZog6fWU79Ottu-iw3CLc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/SEA-italian-easy-beef-carpaccio-recipe-hero-01-e4153bc58c19429085be0e525888a37a.jpg
Salmon carpaccio,https://img.taste.com.au/b-ssALhV/taste/2016/11/salmon-carpaccio-with-wasabi-dressing-6491-1.jpeg
Beef tartare,https://jewishviennesefood.com/wp-content/uploads/2018/10/other-presentation-e1585957562276.jpg
Salmon tartare,https://media-cdn2.greatbritishchefs.com/media/hmojt5hm/img11436.jpg
Beignet,https://www.jocooks.com/wp-content/uploads/2019/06/beignets-1-23.jpg
Bibimbap,https://www.seriouseats.com/thmb/9gYczIvS4R7ZvK19ahBns0xOG_k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/20230113-Bibimbap-AmandaSuarez-hero-331e5e1ffa5b400fbb684e59b14d57c1.JPG
Beef bibimbap,https://thewoksoflife.com/wp-content/uploads/2017/05/bibimbap-recipe-13.jpg
Tofu bibimbap,https://www.wellplated.com/wp-content/uploads/2014/03/Quinoa-Bibimbap-11-500x375.jpg
Chicken bibimbap,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/199535.jpg?resize=1200:*
Ceviche,https://www.cookingclassy.com/wp-content/uploads/2020/09/ceviche-6.jpg
Mixto ceviche,https://www.tasteatlas.com/images/dishes/0f0ff6300b6e41c8bfe6266497601818.jpg
Ceviche octopus,https://www.platingsandpairings.com/wp-content/uploads/2020/07/octopus-ceviche-recipe-23-scaled.jpg
Shrimp ceviche,https://sweetandsavorymeals.com/wp-content/uploads/2020/04/shrimp-ceviche-recipe.jpg
Scallop ceviche,https://static01.nyt.com/images/2014/05/09/dining/Ceviche-Style-Scallops/Ceviche-Style-Scallops-mediumThreeByTwo440.jpg
Chicken quesadilla,https://www.wellplated.com/wp-content/uploads/2022/10/best-chicken-quesadilla.jpg
Churros,https://www.recipetineats.com/wp-content/uploads/2016/08/Churros_9-SQ.jpg
Clam chowder,"https://assets.epicurious.com/photos/6487316ef0a537ecfb046b4c/4:3/w_5142,h_3856,c_limit/ClamChowder_RECIPE_060523_54702.jpg"
Corn chowder,https://natashaskitchen.com/wp-content/uploads/2018/08/Corn-Chowder-Recipe-5.jpg
Crab chowder,https://www.simplyrecipes.com/thmb/Gfmp44usm9wMrdjyyLALIi09NWo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Simply-Recipes-Corn-Crabmeat-Chowder-LEAD-5-ac3885c7ef2c4248972ee2a908f38887.jpg
Seafood chowder,https://www.spendwithpennies.com/wp-content/uploads/2017/12/Creamy-Shrimp-Chowder-23.jpg
Salmon chowder,https://www.saltandlavender.com/wp-content/uploads/2023/08/salmon-chowder-recipe-9.jpg
Crab cake,"https://hips.hearstapps.com/hmg-prod/images/crab-cakes-index-64e7cee7d4dda.jpg?crop=0.8891500963202403xw:1xh;center,top&resize=1200:*"
Croque madame,"https://hips.hearstapps.com/hmg-prod/images/190417-croque-monsieur-horizontal-476-1556565130.jpg?crop=1xw:0.8435280189423836xh;center,top&resize=1200:*"
Dumpling,https://myriadrecipes.com/wp-content/uploads/2023/09/What-To-Serve-With-Dumplings-2.jpg
Soup dumplings,https://www.firstforwomen.com/wp-content/uploads/sites/2/2024/06/Frozen-soup-dumplings_story-featured-image.jpg
Fried dumpling,https://khinskitchen.com/wp-content/uploads/2020/07/fried-gyoza-min.jpg
Chicken dumplings,"https://assets.epicurious.com/photos/6010782c5f32eb24385f0b59/1:1/w_2934,h_2934,c_limit/ChickenDumplings_RECIPE_012521_144_VOG_final.jpg"
Vegetable dumplings,https://www.recipetineats.com/wp-content/uploads/2022/09/Vegetable-Dumplings-1-on-plate.jpg
Shrimp dumpling,https://allwaysdelicious.com/wp-content/uploads/2021/01/har-gow-shrimp-dumplings-1a-684x1024.jpg
Edamame,https://upload.wikimedia.org/wikipedia/commons/e/e7/Edamame_by_Zesmerelda_in_Chicago.jpg
Egg benedict,https://natashaskitchen.com/wp-content/uploads/2022/04/Egg-Benedict-SQ.jpg
Escargot,https://legallyhealthyblonde.com/wp-content/uploads/2022/09/escargot-featured.jpg
Falafel,https://i2.wp.com/www.downshiftology.com/wp-content/uploads/2023/10/Falafel-main-1.jpg
Filet mignon,"https://hips.hearstapps.com/hmg-prod/images/delish-filet-mignon-horizontal-1541189043.jpeg?crop=0.8888888888888888xw:1xh;center,top&resize=1200:*"
Fish and chips,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Fish_and_chips_blackpool.jpg/800px-Fish_and_chips_blackpool.jpg
Potato chips,https://upload.wikimedia.org/wikipedia/commons/6/69/Potato-Chips.jpg
Sweet potato chips,https://i0.wp.com/www.aspicyperspective.com/wp-content/uploads/2016/03/baked-sweet-potato-chips-14.jpg?resize=600%2C860&ssl=1
Foie gras,https://upload.wikimedia.org/wikipedia/commons/8/82/Foie_gras_en_cocotte.jpg
Soup,https://www.allrecipes.com/thmb/pTGS0SZsSQK85sV_RQE_K6ZfoN4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/26460-quick-and-easy-chicken-noodle-soup-allrecipes-1x1-1-b88125437574471db3e114c40bc6928e.jpg
Bean soup,https://www.acouplecooks.com/wp-content/uploads/2022/01/Bean-Soup-006s.jpg
Onion soup,https://www.simplyrecipes.com/thmb/pO8Mz9BAGEmAOBylOojpwbx8OHo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Simply-Recipes-French-Onion-Soup-LEAD-06-00d3b5bcdf4a4261b89e1be4aedf90f3.jpg
Potato soup,https://thealmondeater.com/wp-content/uploads/2021/08/Vegan-Potato-Soup-1-5.jpg
Tomato soup,https://cdn.loveandlemons.com/wp-content/uploads/2023/01/tomato-soup-recipe.jpg
Chicken soup,https://www.recipetineats.com/wp-content/uploads/2018/04/Chicken-and-Rice-Soup_8-1.jpg
Broccoli soup,https://myfoodstory.com/wp-content/uploads/2021/06/Healthy-Broccoli-Soup-4.jpg
Garlic bread,https://www.ambitiouskitchen.com/wp-content/uploads/2023/02/Garlic-Bread-4.jpg
Garlic breadstick,https://sweetlysplendid.com/wp-content/uploads/2021/03/parmesan-garlic-breadsticks-1.jpg
Gnocchi,"https://images.immediate.co.uk/production/volatile/sites/30/2017/03/Gnoochi-d7df2ce.png?quality=90&resize=556,505"
Hot dog,https://www.seriouseats.com/thmb/QJZXQHDXBfTiUSKstQ1uskJc31g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/SEA-best-grilled-hot-dogs-recipe-hero-02-9d245c0d43874a3da13a7228682b0dce.jpg
Macaron,https://cdn.tgdd.vn/Files/2021/08/06/1373493/cach-lam-banh-macaron-thom-ngon-nhieu-huong-vi-202201110129065345.jpg
Mussels,https://www.eatingwell.com/thmb/3GaGte2mKjt8j9SgPvtprRpYpXY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7254997-a3db2ef768df48ccb4c88172349373ee.jpg
Paella,https://i.ytimg.com/vi/GuIhCmckdP4/maxresdefault.jpg
Veggie paella,https://veganhuggs.com/wp-content/uploads/2019/03/vegan-paella-2.jpg
Seafood paella,https://www.simplyrecipes.com/thmb/2GMHFcWEHZGOYbT4eoVCAu2uwsw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2018__07__Seafood-Paella-LEAD-VERTICAL-fc5f1e71baa8484cafa1a106ffaa9c23.jpg
Samosa,https://spicechronicles.com/wp-content/uploads/2021/02/Samosa_2_650.jpg
Chicken samosa,https://www.licious.in/blog/wp-content/uploads/2022/08/Shutterstock_1508653862-750x750.jpg
